aphiaidaccepted;scientificnameaccepted;trait;phylum;scientificnameauthorship
105587;Parvicorbicula quadricostata;not;Choanozoa;Throndsen, 1970
105588;Parvicorbicula socialis;not;Choanozoa;(Meunier) Deflandre, 1960
113626;Patellina corrugata;foram;Foraminifera;Williamson, 1858
1030595;Patellina trochiformis;foram;Foraminifera;(Schacko, 1892)
163624;Pauliella taeniata;phytoplankton;Ochrophyta;(Grunow) F.E.Round & P.W.Basson, 1997
136779;Paulinella;phy;Cercozoa;Lauterborn, 1895
136903;Paulinella ovalis;phy;Cercozoa;(A.Wulff) P.W.Johnson, P.E.Hargraves & J.M.Sieburth, 1988
109447;Paulsenella;phytoplankton;Myzozoa;Chatton, 1920
109575;Paulsenella chaetoceratis;phy;Myzozoa;(Paulsen) Chatton
109576;Paulsenella kornmannii;phy;Myzozoa;Drebes & Schnepf
109577;Paulsenella vonstoschii;phy;Myzozoa;Drebes & Schnepf
249731;Pavlova;phytoplankton;Haptophyta;Butcher, 1952
160561;Pediastrum;phy;Chlorophyta;Meyen, 1829
248148;Pedinella;phy;Ochrophyta;Vysotskij, 1887
375676;Pedinella hexacostata;phy;Ochrophyta;Vysotskii [Vysotskij, Wysotzki, Wyssotzki], 1887
370000;Pedinomonas;phy;Chlorophyta;Korshikov, 1923
595197;Pelagostrobilidium epacrum;not;Ciliophora;(Lynn & Montagnes, 1988) Agatha, Str¸der-Kypke, Beran & Lynn, 2005
341692;Pelagostrobilidium spirale;not;Ciliophora;(Leegaard, 1915) Petz, Song & Wilbert, 1995
112311;Pelosina;foram;Foraminifera;Brady, 1879
113888;Pelosina arborescens;foram;Foraminifera;Pearcey, 1914
145550;Pelvetia canaliculata;not;Ochrophyta;(Linnaeus) Decaisne & Thuret, 1845
109504;Pentapharsodinium;phytoplankton;Myzozoa;Indelicato & Loeblich III, 1986
109925;Pentapharsodinium dalei;phy;Myzozoa;Indelicato & Loeblich III, 1986
145979;Percursaria percursa;not;Chlorophyta;(C.Agardh) Rosenvinge, 1893
109543;Peridiniella;phytoplankton;Myzozoa;Kofoid & Michener, 1911
110156;Peridiniella catenata;phytoplankton;Myzozoa;(Levander) Balech, 1977
233369;Peridiniella danica;phytoplankton;Myzozoa;(Paulsen) Y.B.Okolodkov & J.D.Dodge, 1995
109549;Peridinium;phytoplankton;Myzozoa;Ehrenberg, 1830
110184;Peridinium dalei;phy;Myzozoa;(Indel. & Loeblich) Balech
1305343;Peridinium quadridentatum;phytoplankton;Myzozoa;(F.Stein) Gert Hansen, 1995
172321;Peritromus;not;Ciliophora;Stein, 1863
8038;Petalomonas;phy;Euglenozoa;F.Stein, 1859
144257;Petalonia;not;Ochrophyta;DerbËs & Solier, 1850
145863;Petalonia fascia;not;Ochrophyta;(O.F.M¸ller) Kuntze, 1898
145478;Petroderma maculiforme;not;Ochrophyta;(Wollny) Kuckuck, 1897
144970;Petrospongium berkeleyi;not;Ochrophyta;(Greville) N‰geli ex K¸tzing, 1858
577724;Phacotus;phy;Chlorophyta;Perty, 1852
163339;Phacus;phy;Euglenozoa;Dujardin, 1841
163030;Phaeoceros;phytoplankton;Ochrophyta;NA
115088;Phaeocystis;phytoplankton;Haptophyta;Lagerheim, 1893
160538;Phaeocystis globosa;phytoplankton;Haptophyta;Scherffel, 1899
115106;Phaeocystis pouchetii;phytoplankton;Haptophyta;(Hariot) Lagerheim, 1896
175582;Phaeodactylum;phy;Ochrophyta;K. von Bohlin, 1897
175584;Phaeodactylum tricornutum;phytoplankton;Ochrophyta;Bohlin, 1897
145778;Phaeophila dendroides;not;Chlorophyta;(P.Crouan & H.Crouan) Batters, 1902
145455;Phaeostroma pustulosum;not;Ochrophyta;Kuckuck, 1893
109466;Phalacroma;phytoplankton;Myzozoa;Stein, 1883
156505;Phalacroma rotundatum;phytoplankton;Myzozoa;(ClaparÈde & Lachmann) Kofoid & J.R.Michener, 1911
109896;Pheopolykrikos beauchampii;phy;Myzozoa;Chatton, 1933
146690;Phormidium;cyano;Cyanobacteria;K¸tzing ex Gomont, 1892
146699;Phormidium nigroviride;cyano;Cyanobacteria;(Thwaites ex Gomont) Anagnostidis & Kom·rek, 1988
162944;Phycocelis foecunda;not;Ochrophyta;Strˆmfelt, 1888
145457;Pilinia rimosa;not;Ochrophyta;K¸tzing, 1843
668284;Pilocladus volubilis;not;Ochrophyta;(P.L.Crouan & H.M.Crouan) Kornmann, 1954
149208;Pinnularia;phytoplankton;Ochrophyta;C.G. Ehrenberg, 1843
179893;Pinnularia crabro;phy;Ochrophyta;Ehrenberg, 1844
662632;Pinnularia didyma;phy;Ochrophyta;Ehrenberg, 1844
977537;Pinnularia directa var. directa;phy;Ochrophyta;W. Smith, 1853
156568;Pinnularia distans;phy;Ochrophyta;W.Smith, 1853
613511;Pinnunavis yarrensis;phy;Ochrophyta;(Grunow) H.Okuno, 1975
118022;Pirsonia;not;NA;Schnepf, Drebes & Elbrachter, 1990
118066;Pirsonia guinardiae;not;NA;Schnepf, Drebes & Elbr‰chter, 1990
149314;Plagiogramma;phytoplankton;Ochrophyta;R.K. Greville, 1859
971564;Plagiogramma brockmanni var. brockmanni;phytoplankton;Ochrophyta;Hustedt, 1939
611851;Plagiogramma laeve;phy;Ochrophyta;(Gregory) Ralfs, 1861
149351;Plagiogramma staurophorum;phy;Ochrophyta;(W.Gregory) Heiberg, 1863
149352;Plagiogramma vanheurckii;phy;Ochrophyta;Grunow, 1881
149056;Plagiogrammopsis;phytoplankton;Ochrophyta;G.R. Hasle, H.A. von Stosch & E.E. Syvertsem, 1983
577809;Plagiogrammopsis mediaequatus;phytoplankton;Ochrophyta;C.Gardner & R.M.Crawford, 1994
601957;Plagiolemma;phytoplankton;Ochrophyta;T.B.B. Paddock, 1988
106283;Plagioselmis;phytoplankton;Cryptophyta;Butcher ex G.Novarino, I.A.N.Lucas & S.Morrall, 1994
370563;Plagioselmis nannoplanctica;NA;Cryptophyta;(H.Skuja) G.Novarino, I.A.N.Lucas & S.Morrall, 1994
106303;Plagioselmis prolonga;phytoplankton;Cryptophyta;Butcher ex G.Novarino, I.A.N.Lucas & S.Morrall, 1994
149516;Plagiotropis;phytoplankton;Ochrophyta;E. Pfitzer, 1871
175705;Plagiotropis vanheurckii;phytoplankton;Ochrophyta;Grunow, 1883
162715;Planctonema;phy;Chlorophyta;Schmidle, 1903
146677;Planktolyngbya;cyano;Cyanobacteria;Anagnostidis & Kom·rek, 1988
177572;Planktolyngbya contorta;cyano;Cyanobacteria;(Lemmermann) Anagnostidis & Kom·rek, 1988
146551;Planktothrix;cyano;Cyanobacteria;Anagnostidis & Kom·rek, 1988
1034736;Planoheterohelix;foram;Foraminifera;Georgescu & Huber, 2009
112244;Planorbulina;foram;Foraminifera;d'Orbigny, 1826
1310311;Planosiphon filiformis;not;Ochrophyta;(Batters) SantiaÒez & Kogame, 2013
1311362;Planosiphon zosterifolius;not;Ochrophyta;(Reinke) McDevit & G.W.Saunders, 2017
415826;Planularia;foram;Foraminifera;Defrance, 1826
828418;Planularia complanata;foram;Foraminifera;(Reuss, 1845)
112091;Planulina;foram;Foraminifera;d'Orbigny, 1826
105601;Pleurasiga reynoldsii;not;Choanozoa;Throndsen, 1970
235825;Pleurochrysis;phy;Haptophyta;Pringsheim, 1955
145458;Pleurocladia lacustris;not;Ochrophyta;A.Braun, 1855
146299;Pleurocladia lucifuga;not;Ochrophyta;(Kuckuck) Wilce, 1966
149181;Pleurosigma;phytoplankton;Ochrophyta;W. Smith, 1852
149506;Pleurosigma aestuarii;phy;Ochrophyta;(BrÈbisson ex K¸tzing) W.Smith, 1853
149504;Pleurosigma affine;phytoplankton;Ochrophyta;Grunow, 1880
149183;Pleurosigma angulatum;phy;Ochrophyta;(Queckett) W.Smith, 1852
149507;Pleurosigma cuspidatum;phy;Ochrophyta;(Cleve) H.Peragallo, 1891
248088;Pleurosigma directum;phytoplankton;Ochrophyta;Grunow, 1880
149503;Pleurosigma elongatum;phytoplankton;Ochrophyta;W.Smith, 1852
577901;Pleurosigma longum;phytoplankton;Ochrophyta;Cleve, 1873
964592;Pleurosigma minutum;phytoplankton;Ochrophyta;Grunow in Cleve & Mˆller, 1878
149182;Pleurosigma normanii;phy;Ochrophyta;Ralfs, 1861
231883;Pleurosigma planctonicum;phytoplankton;Ochrophyta;Cleve-Euler, 1952
231884;Pleurosigma simonsenii;phytoplankton;Ochrophyta;Hasle, 1990
156586;Pleurosigma strigosum;phy;Ochrophyta;W.Smith, 1852
978019;Pleurosigma tenuissimum var. tenuissimum;phy;Ochrophyta;W. Smith, 1853
112248;Pleurostomella;foram;Foraminifera;Reuss, 1860
720669;Pleurostomella tenuis;foram;Foraminifera;Hantken, 1883
22733;Ploeotia;phy;Euglenozoa;Dujardin, 1841
109550;Podolampas;phytoplankton;Myzozoa;Stein, 1883
232625;Podolampas palmipes;phy;Myzozoa;Stein, 1883
110202;Podolampas spinifera;phy;Myzozoa;Okamura, 1912
149059;Podosira;phytoplankton;Ochrophyta;C.G. Ehrenberg, 1840
149060;Podosira stelligera;phytoplankton;Ochrophyta;(Bailey) A.Mann, 1907
238952;Pogotrichum filiforme;not;Ochrophyta;Reinke, 1892
172818;Polyasterias problematica;phytoplankton;Chlorophyta;(Cleve) Meunier, 1910
109485;Polykrikos;phytoplankton;Myzozoa;B¸tschli, 1873
109899;Polykrikos kofoidii;phytoplankton;Myzozoa;Chatton, 1914
109900;Polykrikos lebourae;phy;Myzozoa;Herdman, 1923
109901;Polykrikos schwartzii;phy;Myzozoa;B¸tschli, 1873
112254;Polymorphina;foram;Foraminifera;d'Orbigny, 1826
109922;Pomatodinium impatiens;phy;Myzozoa;J.Cachon & Cachon-Enjumet, 1966
115082;Pontosphaera;phytoplankton;Haptophyta;Lohmann, 1902
148980;Porosira;phytoplankton;Ochrophyta;E. Jorgensen, 1905
156689;Porosira glacialis;phytoplankton;Ochrophyta;(Grunow) Jˆrgensen, 1905
146282;Porterinema fluviatile;not;Ochrophyta;(H.C.Porter) Waern, 1952
551182;Poteriodendron petiolatum var. abbottii;phy;Bigyra;(A.Stokes) Playfair, 1921
721455;Praebulimina;foram;Foraminifera;Hofker, 1953
1030574;Praebulimina ventricosa;foram;Foraminifera;(Brotzen, 1936)
1349054;Praeglobobulimina imbricata;foram;Foraminifera;(Reuss, 1851)
375681;Prasinochloris sessilis;phy;Chlorophyta;J.H.Belcher, 1966
376031;Prasinocladus lubricus;not;Chlorophyta;Kuckuck, 1894
145800;Prasiola stipitata;not;Chlorophyta;Suhr ex Jessen, 1848
109505;Preperidinium;phytoplankton;Myzozoa;Mangin, 1913
614618;Preperidinium meunieri;phy;Myzozoa;(Pavillard) Elbr‰chter, 1993
109927;Preperidinium meunierii;phytoplankton;Myzozoa;(Pavillard, 1907) Elbr‰chter, 1993
233565;Preperidinium pseudo-oblea;phy;Myzozoa;(Elbr‰chter) Elbr‰chter, 1993
149167;Proboscia;phytoplankton;Ochrophyta;B.G. Sundstrom, 1986
149168;Proboscia alata;phytoplankton;Ochrophyta;(Brightwell) Sundstrˆm, 1986
251728;Proboscia alata f. alata;phytoplankton;Ochrophyta;(Brightwell) S¸ndstrom, 1986
341501;Proboscia inermis;phytoplankton;Ochrophyta;(F.Castracane) R.W.Jordan & R.Ligowski, 1991
248181;Proboscia truncata;phytoplankton;Ochrophyta;(G.Karsten) Nˆthig & Ligowski, 1991
1027795;Procerolagena cylindrica;foram;Foraminifera;(Marie, 1941)
345515;Prochlorococcus;cyano;Cyanobacteria;S.W.Chisholm, S.L.Frankel, R.Goericke, R.J.Olson, B.Palenik, J.B.Waterbury, L.West-Johnsrud & E.R.Zettler, 1992
109487;Pronoctiluca;phytoplankton;Myzozoa;Fabre-Domergue, 1889
109903;Pronoctiluca pelagica;phy;Myzozoa;Fabre-Domergue, 1889
146173;Pronoctiluca phaeocysticola;phy;Myzozoa;(Scherffel) Pavillard, 1922
109904;Pronoctiluca spinifera;phy;Myzozoa;(Lohmann) Schiller, 1932
292924;Proplectella;phy;Ciliophora;Kofoid & Campbell, 1929
109566;Prorocentrum;phytoplankton;Myzozoa;Ehrenberg, 1834
110291;Prorocentrum aporum;phytoplankton;Myzozoa;(Schiller) Dodge, 1975
110293;Prorocentrum balticum;phy;Myzozoa;(Lohmann) Loeblich III, 1970
232376;Prorocentrum cordatum;phytoplankton;Myzozoa;(Ostenfeld) J.D.Dodge, 1975
110298;Prorocentrum dentatum;phy;Myzozoa;Stein, 1883
624457;Prorocentrum fukuyoi;phy;Myzozoa;Shauna Murray & Y.Nagahama, 2007
110300;Prorocentrum gracile;phytoplankton;Myzozoa;F.Sch¸tt, 1895
110301;Prorocentrum lima;phy;Myzozoa;(Ehrenberg) F.Stein, 1878
110303;Prorocentrum micans;phy;Myzozoa;Ehrenberg, 1834
110311;Prorocentrum rostratum;phy;Myzozoa;F.Stein, 1883
110314;Prorocentrum scutellum;phy;Myzozoa;Schrˆder, 1900
110316;Prorocentrum triestinum;phytoplankton;Myzozoa;J.Schiller, 1918
742629;Protaspa;phy;Cercozoa;Cavalier-Smith, 2011
367157;Protectocarpus hecatonemoides;not;Ochrophyta;Kornmann, 1955
144986;Protectocarpus speciosus;not;Ochrophyta;(B¯rgesen) Kornmann, 1955
105536;Proterospongia;not;Choanozoa;Kent, 1882
231794;Proterythropsis;phy;Myzozoa;Kofoid & Swezy, 1920
109567;Protoceratium;phytoplankton;Myzozoa;Bergh, 1881
110321;Protoceratium reticulatum;phytoplankton;Myzozoa;(ClaparËde & Lachmann) B¸tschli, 1885
375660;Protoderma viride;not;Chlorophyta;K¸tzing, 1843
663583;Protodinium simplex;phy;Myzozoa;Lohmann, 1908
624202;Protohalopteris radicans;not;Ochrophyta;(Dillwyn) Draisma, Prud'homme & H.Kawai, 2010
145946;Protomonostroma undulatum;not;Chlorophyta;(Wittrock) K.L.Vinogradova, 1969
109553;Protoperidinium;phytoplankton;Myzozoa;Bergh, 1881
110206;Protoperidinium avellana;phy;Myzozoa;(Meunier, 1919) Balech, 1974
110208;Protoperidinium bipes;phytoplankton;Myzozoa;(Paulsen, 1904) Balech, 1974
233466;Protoperidinium bispinum;phy;Myzozoa;(Schiller, 1937) Balech, 1974
110210;Protoperidinium brevipes;phytoplankton;Myzozoa;(Paulsen, 1908) Balech, 1974
162749;Protoperidinium cerasus;phy;Myzozoa;(Paulsen, 1907) Balech, 1973
163862;Protoperidinium claudicans;phy;Myzozoa;(Paulsen, 1907) Balech, 1974
233424;Protoperidinium compressum;phy;Myzozoa;(AbÈ) Balech, 1974
110212;Protoperidinium conicoides;phytoplankton;Myzozoa;(Paulsen) Balech, 1973
110213;Protoperidinium conicum;phytoplankton;Myzozoa;(Gran) Balech, 1974
110214;Protoperidinium crassipes;phy;Myzozoa;(Kofoid, 1907) Balech, 1974
110215;Protoperidinium curtipes;phytoplankton;Myzozoa;(J¯rgensen, 1912) Balech, 1974
163934;Protoperidinium curvipes;phytoplankton;Myzozoa;(Ostenfeld) Balech, 1974
163429;Protoperidinium deficiens;phy;Myzozoa;(Meunier, 1919) Balech, 1974
110216;Protoperidinium denticulatum;phy;Myzozoa;(Gran & Braarud, 1935) Balech, 1974
110217;Protoperidinium depressum;phy;Myzozoa;(Bailey, 1854) Balech, 1974
172460;Protoperidinium diabolum;phy;Myzozoa;(Cleve, 1900) Balech, 1974
233363;Protoperidinium divaricatum;phy;Myzozoa;(Meunier) Parke & Dodge, 1976
110219;Protoperidinium divergens;phy;Myzozoa;(Ehrenberg) Balech, 1974
110220;Protoperidinium excentricum;phy;Myzozoa;(Paulsen, 1907) Balech, 1974
232921;Protoperidinium globulus;phy;Myzozoa;(Stein, 1883) Balech, 1974
110223;Protoperidinium granii;phytoplankton;Myzozoa;(Ostenfeld) Balech, 1974
110224;Protoperidinium groenlandicum;phy;Myzozoa;(Woloszynska, 1929) Balech
110228;Protoperidinium laticeps;phy;Myzozoa;(Grontved & Seidenfaden, 1938) Balech, 1974
233231;Protoperidinium latidorsale;phy;Myzozoa;(P.A.Dangeard) Balech, 1974
110229;Protoperidinium leonis;phytoplankton;Myzozoa;(Pavillard, 1916) Balech, 1974
614620;Protoperidinium marie-lebouriae;phy;Myzozoa;(Paulsen, 1931) Balech, 1974
110234;Protoperidinium mite;phy;Myzozoa;(Pavillard, 1916) Balech, 1974
110235;Protoperidinium monospinum;phy;Myzozoa;(Paulsen) K.A.F.Zonneveld & B.Dale, 1994
110237;Protoperidinium nudum;phy;Myzozoa;(Meunier, 1919) Balech, 1974
110238;Protoperidinium oblongum;phytoplankton;Myzozoa;(Aurivillius) Parke & Dodge, 1976
110239;Protoperidinium obtusum;phy;Myzozoa;(Karsten) Parke & J.D.Dodge, 1976
110240;Protoperidinium oceanicum;phy;Myzozoa;(VanHˆffen, 1897) Balech, 1974
110241;Protoperidinium ovatum;phy;Myzozoa;Pouchet, 1883
110244;Protoperidinium pallidum;phytoplankton;Myzozoa;(Ostenfeld, 1899) Balech, 1973
233050;Protoperidinium parthenopes;phytoplankton;Myzozoa;A.Zingone & M.Montresor, 1988
110245;Protoperidinium pellucidum;phy;Myzozoa;Bergh, 1881
110247;Protoperidinium pentagonum;phytoplankton;Myzozoa;(Gran, 1902) Balech, 1974
110248;Protoperidinium punctulatum;phytoplankton;Myzozoa;(Paulsen, 1907) Balech, 1974
110249;Protoperidinium pyriforme;phytoplankton;Myzozoa;(Paulsen, 1905) Balech, 1974
110250;Protoperidinium quarnerense;phy;Myzozoa;(B.Schrˆder, 1900) Balech, 1974
232974;Protoperidinium robustum;phy;Myzozoa;(Meunier) Hern·ndez-Becerril, 1991
110251;Protoperidinium saltans;phy;Myzozoa;(Meunier, 1910) Balech, 1973
232954;Protoperidinium schilleri;phy;Myzozoa;(Paulsen, 1931) Balech, 1974
232935;Protoperidinium solidicorne;phy;Myzozoa;(Mangin, 1926) Balech, 1974
110257;Protoperidinium steinii;phytoplankton;Myzozoa;(J¯rgensen, 1899) Balech, 1974
110258;Protoperidinium subcurvipes;phy;Myzozoa;(Lebour, 1923) Balech, 1974
110259;Protoperidinium subinerme;phy;Myzozoa;(Paulsen) Loeblich III, 1969
110260;Protoperidinium thorianum;phytoplankton;Myzozoa;(Paulsen, 1905) Balech, 1974
232861;Protoperidinium thulesense;phy;Myzozoa;(Balech) Balech, 1974
232733;Protoperidinium yserense;phy;Myzozoa;(Meunier, 1919) Balech, 1974
160563;Prymnesium;phytoplankton;Haptophyta;Massart, 1920
160564;Prymnesium parvum;phytoplankton;Haptophyta;N.Carter, 1937
670030;Prymnesium polylepis;phytoplankton;Haptophyta;(Manton & Parke) Edvardsen, Eikrem & Probert, 2011
112313;Psammatodendron;foram;Foraminifera;Norman in Brady, 1881
113896;Psammatodendron arborescens;foram;Foraminifera;Norman in Brady, 1881
149216;Psammodictyon;phytoplankton;Ochrophyta;D.G. Mann in F.E. Round, R.M. Crawford & D.G. Mann, 1990
109458;Pseliodinium;phy;Myzozoa;Sournia, 1972
177588;Pseudanabaena;cyano;Cyanobacteria;Lauterborn, 1915
143937;Pseudendoclonium;not;Chlorophyta;Wille, 1901
156367;Pseudendoclonium dynamenae;not;Chlorophyta;R.Nielsen, 1985
156368;Pseudendoclonium fucicola;not;Chlorophyta;(Rosenvinge) R.Nielsen, 1980
144878;Pseudendoclonium marinum;not;Chlorophyta;(Reinke) Aleem & E.Schulz, 1952
144879;Pseudendoclonium submarinum;not;Chlorophyta;Wille, 1901
103990;Pseudobodo;phytoplankton;Bigyra;Griessmann, 1913
104015;Pseudobodo tremulans;phytoplankton;Bigyra;Greissmann
531445;Pseudochattonella;phy;Ochrophyta;(Y.Hara & Chihara) Hosoi-Tanabe, Honda, Fukaya, Inagaki & Sako, 2007
531467;Pseudochattonella farcimen;phy;Ochrophyta;(Eikrem, Edvardsen & J.Throndsen) Eichrem, 2009
531446;Pseudochattonella verruculosa;phytoplankton;Ochrophyta;(Y.Hara & M.Chihara) S.Tanabe-Hosoi, D.Honda, S.Fukaya, Y.Inagaki & Y.Sako, 2007
136798;Pseudodifflugia;not;Cercozoa;NA
162741;Pseudokephyrion;phy;Ochrophyta;Pascher, 1913
144990;Pseudolithoderma extensum;not;Ochrophyta;(P.L.Crouan & H.M.Crouan) S.Lund, 1959
144991;Pseudolithoderma roscoffense;not;Ochrophyta;Loiseaux, 1968
149151;Pseudo-nitzschia;phytoplankton;Ochrophyta;H. Peragallo in H. Peragallo & M. Peragallo, 1900
478556;Pseudo-nitzschia americana;phytoplankton;Ochrophyta;(Hasle) Fryxell, 1993
246604;Pseudo-nitzschia australis;phytoplankton;Ochrophyta;Frenguelli, 1939
246605;Pseudo-nitzschia calliantha;phytoplankton;Ochrophyta;Lundholm, Moestrup & Hasle, 2003
149153;Pseudo-nitzschia delicatissima;phytoplankton;Ochrophyta;(Cleve) Heiden, 1928
246606;Pseudo-nitzschia fraudulenta;phytoplankton;Ochrophyta;(Cleve) Hasle, 1993
375883;Pseudo-nitzschia granii;phytoplankton;Ochrophyta;(G.R.Hasle) G.R.Hasle, 1974
411764;Pseudo-nitzschia heimii;phytoplankton;Ochrophyta;Manguin, 1957
246608;Pseudo-nitzschia multistriata;phytoplankton;Ochrophyta;(Takano) Takano, 1995
156548;Pseudo-nitzschia pseudodelicatissima;phytoplankton;Ochrophyta;(Hasle) Hasle, 1993
160528;Pseudo-nitzschia pungens;phytoplankton;Ochrophyta;(Grunow ex Cleve) G.R.Hasle, 1993
149152;Pseudo-nitzschia seriata;phytoplankton;Ochrophyta;(Cleve) H.Peragallo, 1899
411767;Pseudo-nitzschia subcurvata;phytoplankton;Ochrophyta;(G.R.Hasle) G.A.Fryxell, 1993
418221;Pseudo-nitzschia subfraudulenta;phy;Ochrophyta;(G.R.Hasle) G.R.Hasle, 1993
418222;Pseudo-nitzschia subpacifica;phytoplankton;Ochrophyta;(Hasle) Hasle, 1993
246609;Pseudo-nitzschia turgidula;phytoplankton;Ochrophyta;(Hustedt) G.R.Hasle, 1993
734940;Pseudonodosaria manifesta;foram;Foraminifera;(Reuss, 1851)
621601;Pseudopediastrum boryanum;phy;Chlorophyta;(Turpin) E.Hegewald, 2005
160599;Pseudopedinella;phytoplankton;Ochrophyta;N.Carter, 1937
248149;Pseudopedinella elastica;phytoplankton;Ochrophyta;Skuja, 1948
160600;Pseudopedinella pyriformis;phytoplankton;Ochrophyta;N.Carter, 1937
577639;Pseudopodosira westii;phytoplankton;Ochrophyta;(W.Smith) Sheshukova-Poretzskaya & Glezer, 1964
144880;Pseudopringsheimia confluens;not;Chlorophyta;(Rosenvinge) Wille, 1909
134534;Pseudoscourfieldia;phytoplankton;Chlorophyta;I.Manton, 1975
134566;Pseudoscourfieldia marina;phytoplankton;Chlorophyta;(J.Throndsen) Manton, 1975
163342;Pseudosolenia;phytoplankton;Ochrophyta;B.G. Sundstrom, 1986
163344;Pseudosolenia calcar-avis;phytoplankton;Ochrophyta;(Schultze) B.G.Sundstrˆm, 1986
595198;Pseudotontonia cornuta;phy;Ciliophora;(Leegaard, 1915) Agatha, 2004
898367;Pseudouvigerina cimbrica;foram;Foraminifera;Troelsen Ms., 1945
722089;Psilocitharella;foram;Foraminifera;Loeblich & Tappan, 1986
172469;Pteromonas;phy;Chlorophyta;Seligo, 1887
160595;Pterosperma;phy;Chlorophyta;Pouchet, 1893
376081;Pterosperma cristatum;phy;Chlorophyta;Schiller, 1925
345830;Pterosperma dictyon;phy;Chlorophyta;(J¯rgensen) Ostenfeld, 1901
345882;Pterosperma moebii;phy;Chlorophyta;(J¯rgensen) Ostenfeld, 1901
341609;Pterosperma parallelum;phy;Chlorophyta;Gaardner, 1938
341610;Pterosperma polygonum;phy;Chlorophyta;Ostenfeld, 1902
376084;Pterosperma undulatum;phy;Chlorophyta;Ostenfeld, 1902
345881;Pterosperma vanhoeffenii;phy;Chlorophyta;(J¯rgensen) Ostenfeld, 1899
427510;Ptychocylis minor;phy;Ciliophora;Gruber, 1879
345883;Ptychocylis urnula;phy;Ciliophora;(ClaparËde & Lachmann, 1858)
109888;Ptychodiscus noctiluca;phy;Myzozoa;Stein, 1883
113110;Pullenia bulloides;foram;Foraminifera;(d'Orbigny, 1846)
910446;Pullenia marssoni;foram;Foraminifera;Cushman & Todd, 1943
113112;Pullenia quinqueloba;foram;Foraminifera;(Reuss, 1851)
917995;Pullenia reussi;foram;Foraminifera;Cushman & Todd, 1943
710626;Pulvinulina crassa;foram;Foraminifera;(d'Orbigny, 1840)
144079;Punctaria;not;Ochrophyta;Greville, 1830
145342;Punctaria crispata;not;Ochrophyta;(K¸tzing) Trevisan, 1849
145346;Punctaria latifolia;not;Ochrophyta;Greville, 1830
552843;Punctaria latifolia var. laminarioides;not;Ochrophyta;Holmes & Batters
550943;Punctaria latifolia var. lanceolata;not;Ochrophyta;Grunow, 1867
145347;Punctaria plantaginea;not;Ochrophyta;(Roth) Greville, 1830
552842;Punctaria plantaginea var. rubescens;not;Ochrophyta;Batters
145348;Punctaria tenuissima;not;Ochrophyta;(C.Agardh) Greville, 1830
157188;Pylaiella littoralis;phy;Ochrophyta;(Linnaeus) Kjellman, 1872
371077;Pylaiella varia;phy;Ochrophyta;Kjellman, 1883
1030575;Pyramidina prolixa;foram;Foraminifera;(Cushman & Parker, 1935)
603675;Pyramidomonas;not;NA;Stein, 1878
465887;Pyramidulina;foram;Foraminifera;Fornasini, 1894
1027814;Pyramidulina inflata;foram;Foraminifera;(Reuss, 1845)
1027815;Pyramidulina majuscula;foram;Foraminifera;(Marsson, 1878)
134529;Pyramimonas;phytoplankton;Chlorophyta;Schmarda, 1849
495333;Pyramimonas disomata;phytoplankton;Chlorophyta;Butcher ex McFadden, Hill & Wetherbee, 1986
160513;Pyramimonas longicauda;phytoplankton;Chlorophyta;L.Van Meel, 1969
376701;Pyramimonas plurioculata;phy;Chlorophyta;Butcher, 1959
134550;Pyramimonas subg. Trichocystis grossii;phy;Chlorophyta;Parke, 1949
134559;Pyramimonas virginica;phytoplankton;Chlorophyta;Pennick, 1977
112037;Pyrgo;foram;Foraminifera;Defrance, 1824
112593;Pyrgo murrhina;foram;Foraminifera;(Schwager, 1866)
112594;Pyrgo oblonga;foram;Foraminifera;(d'Orbigny, 1839)
109571;Pyrocystis;phytoplankton;Myzozoa;J.Murray ex Haeckel, 1890
232259;Pyrocystis hamulus;phytoplankton;Myzozoa;Cleve, 1900
164053;Pyrocystis lunula;phytoplankton;Myzozoa;(Sch¸tt) Sch¸tt, 1896
110332;Pyrocystis noctiluca;phytoplankton;Myzozoa;Murray ex Haeckel, 1890
109555;Pyrophacus;phytoplankton;Myzozoa;Stein, 1883
232598;Pyrophacus horologium;phytoplankton;Myzozoa;F.Stein, 1883
520954;Pyrulinoides;foram;Foraminifera;Marie, 1941
613622;Quadricoccus euryhalinicus;phy;Chlorophyta;Kuylenstierna, 1998
465911;Quadrimorphina;foram;Foraminifera;Finlay, 1939
112040;Quinqueloculina;foram;Foraminifera;d'Orbigny, 1826
112674;Quinqueloculina seminula;foram;Foraminifera;(Linnaeus, 1758)
143985;Ralfsia;not;Ochrophyta;Berkeley, 1843
145000;Ralfsia pusilla;not;Ochrophyta;(Strˆmfelt) Foslie, 1892
145001;Ralfsia verrucosa;not;Ochrophyta;(Areschoug) Areschoug, 1845
1322474;Ralfsiella minima;phy;Ochrophyta;(Grunow in Van Heurck) P.A. Sims & D. M. Williams in Sims et al., 2018
415917;Ramulina;foram;Foraminifera;T.R. Jones in Wright, 1875
1027819;Ramulina chapmani;foram;Foraminifera;Barnard, 1972
1027820;Ramulina wrightii;foram;Foraminifera;Barnard, 1972
1027821;Ramulinella irregularis;foram;Foraminifera;Barnard, 1972
114324;Recurvoidella bradyi;foram;Foraminifera;(Robertson, 1891)
